matchID,over,bowlerName,runs,isWicket,batsmanName,commentary,summary,sentiment,impact
1415715,8.2,Mustafizur Rahman,1,0,Dhananjaya de Silva,"full and wide, flowing drive into the covers. The sweeper is in place though to keep this to just a single",,Negative,High
1415715,8.2,Wanindu Hasaranga,1,0,Towhid Hridoy,"good length on the pads, goes deep in the crease and tucks this in front of square leg",,Neutral,High
1415715,8.3,Mustafizur Rahman,0,0,Pathum Nissanka,"length ball, angling a touch away from off. Opens the face to guide this fine, but can't beat the man at backward point",,Neutral,High
1415715,8.3,Wanindu Hasaranga,0,0,Litton Das,Appeal for leg before as Litton fails to read yet another googly. Goes back in the crease but is struck well above the knee roll,,Neutral,High
1415715,8.4,Mustafizur Rahman,4,0,Pathum Nissanka,"Short and pounces! Nissanka has been excellent on the shorter stuff today, and this one is no exception. Just wallops this pull to the deep midwicket boundary",,Positive,High
1415715,8.4,Wanindu Hasaranga,0,0,Litton Das,"another googly, goes back and defends this",,Neutral,High
1415715,8.5,Mustafizur Rahman,0,1,Pathum Nissanka,"And NIssanka throws it away! This was fuller angled away from off, Nissanka looks to drive at it hard but ends up slicing it straight up towards the man at cover. There might have been some pace taken off on this one as well. Nissanka is livid with himself, Bangladesh are thrilled",,Neutral,High
1415715,8.5,Wanindu Hasaranga,1,0,Litton Das,"tossed up on off, eased down towards long-off",,Neutral,High
1415715,8.6,Mustafizur Rahman,0,0,Charith Asalanka,"full on off, defensive push towards mid-off",,Neutral,High
1415715,8.6,Wanindu Hasaranga,6,0,Towhid Hridoy,"Absolutely hammered! Towhid had seen enough. This one was tossed up outside off, he gets on knee and it and absolutely clobbers this slog sweep over deep midwicket",,Positive,Medium
1415715,9.1,Maheesh Theekshana,0,0,Litton Das,"good length on the stumps, worked straight to midwicket",,Positive,High
1415715,9.1,Mahmudullah,1,0,Dhananjaya de Silva,"full on off, carved down to deep point",,Neutral,High
1415715,9.2,Maheesh Theekshana,0,0,Litton Das,"full and straight, driven back but Theekshana does well to go low to his right and get a strong right hand to this",,Neutral,High
1415715,9.2,Mahmudullah,1,0,Charith Asalanka,"full but slides on the pads, tucked behind square leg for one",,Neutral,High
1415715,9.3,Maheesh Theekshana,4,0,Litton Das,"slips down leg And again, even wider down leg this time. Litton misses the sweep full toss on the pads, swept well towards deep square leg but well fielded in the deep by Nissanka",,Negative,High
1415715,9.3,Mahmudullah,1,0,Dhananjaya de Silva,"full on off, eased down to long on",,Neutral,High
1415715,9.4,Maheesh Theekshana,1,0,Litton Das,"good length on off, punched down to long-off",,Neutral,High
1415715,9.4,Mahmudullah,0,0,Charith Asalanka,"Skids on to the pads! Appeal for leg before, but the umpire thinks it's going down leg. Asalanka was caught on the crease a touch there. No review from Bangladesh",,Neutral,High
1415715,9.5,Maheesh Theekshana,0,0,Towhid Hridoy,"good length outside off, backs away but misses the cut. Nearly falls over in the process",,Neutral,High
1415715,9.5,Mahmudullah,0,0,Charith Asalanka,"good length on off, stays back again and pokes this straight to point",,Neutral,High
1415715,9.6,Maheesh Theekshana,1,0,Towhid Hridoy,"good length on off, steps across and works this to the right of mid-on",,Neutral,High
1415715,9.6,Mahmudullah,1,0,Charith Asalanka,"full on the pads, push and run to midwicket for one",,Positive,High
1415715,10.1,Matheesha Pathirana,0,0,Towhid Hridoy,"Length ball outside off, left alone by Hridoy as it flies through to the keeper",,Neutral,High
1415715,10.1,Rishad Hossain,0,0,Charith Asalanka,"Length ball tossed wide of off, Asalanka looks to cut but gets an inside edge towards the leg side",,Negative,High
1415715,10.2,Matheesha Pathirana,1,0,Towhid Hridoy,"Length bal outside off, Hridoy meets it with an open face to steer it to deep third",,Neutral,High
1415715,10.2,Rishad Hossain,0,0,Charith Asalanka,"Darted fuller and quicker outside off, left alone",,Neutral,High
1415715,10.3,Matheesha Pathirana,1,0,Litton Das,"On a length around off, Litton runs it down to deep third",,Neutral,High
1415715,10.3,Rishad Hossain,1,0,Charith Asalanka,"Flung full and wide, Asalanka drives it uppishly through covers to the left of the sweeper",,Negative,High
1415715,10.4,Matheesha Pathirana,1,0,Towhid Hridoy,"Back of length delivery outside off, dabbed to deep third",,Neutral,High
1415715,10.4,Rishad Hossain,1,0,Dhananjaya de Silva,"Tossed up in the slot, de Silva backs away and lofts it down the ground. But long-off running across is able to keep it down to just a single",,Neutral,High
1415715,10.5,Matheesha Pathirana,6,0,Litton Das,Pathirana bangs it in short and Litton is onto it in a flash! Swivels and pulls this into the stands over deep square leg,,Neutral,Medium
1415715,10.5,Rishad Hossain,6,0,Charith Asalanka,"That's massive! This is overpitched outside off, Asalanka clears his front leg and pumps this into the crowd over midwicket",,Positive,Medium
1415715,10.6,Matheesha Pathirana,0,0,Litton Das,"Pitched up outside off, Litton drives it to the cover fielder",,Neutral,High
1415715,10.6,Rishad Hossain,1,0,Charith Asalanka,"Length ball, tapped square on the off side for a quick single",,Neutral,High
1415715,11.1,Taskin Ahmed,0,0,Charith Asalanka,"Beauty to start the over! Length ball, cross-seam, angled across Asalanka. The ball pitches around off and zips away past the outside edge",,Neutral,High
1415715,11.1,Wanindu Hasaranga,6,0,Towhid Hridoy,Slog-swept with authority! This is in the slot and Hridoy powers it over midwicket,,Positive,Medium
1415715,11.2,Taskin Ahmed,1,0,Charith Asalanka,"Length ball on off, he runs it down to deep third for an easy single",,Neutral,High
1415715,11.2,Wanindu Hasaranga,6,0,Towhid Hridoy,"Back-to-back sixes! Hammered over deep square this time. It's in the slot again and Hridoy nails the slog sweep two balls in a row. Into the stands there, and the last four balls of this innings could have done the job for Bangladesh!",,Neutral,Medium
1415715,11.3,Taskin Ahmed,0,0,Dhananjaya de Silva,"139kph length ball outside off, seams away past the outside edge as DDS looks to play at it",,Neutral,High
1415715,11.3,Wanindu Hasaranga,6,0,Towhid Hridoy,"Hat-trick of sixes! Full outside off again, this time Hridoy goes inside out and finds a six over cover",,Neutral,Medium
1415715,11.4,Taskin Ahmed,1,0,Dhananjaya de Silva,"Length ball on off, DDS cuts it hard to gully where the fielder takes a second to pick the ball up. Asalanka was a goner at the striker's end but the throw is not on target. Good fielding to not let it go past him though",,Neutral,High
1415715,11.4,Wanindu Hasaranga,0,1,Towhid Hridoy,"Tossed up around leg, he misses his sweep and is struck in front. Not given and Sri Lanka review. No bat involved and he was struck low on his front pad. This looks plumb. And yes, that's shown to be crashing into middle stump. Hasaranga gets the wicket, but maybe Hridoy has already done enough?",,Positive,High
1415715,11.5,Taskin Ahmed,0,0,Charith Asalanka,"Length ball angled into the body, Asalanka looks to swing across the line and misses",,Neutral,High
1415715,11.5,Wanindu Hasaranga,1,0,Shakib Al Hasan,"Tossed up full on off, Shakib eases a run to long-on",,Neutral,High
1415715,11.6,Taskin Ahmed,4,0,Charith Asalanka,"Direct hit. All sorts of confusion here. Asalanka taps a length ball in front of point and takes off for the single. He is sent back. The throw is on point, but Asalanka put in the dive as he made his way back. And he managed to get in safe. The deflection off the stumps saw the ball race away to the boundary, so Sri Lanka get the bonus runs here",,Neutral,High
1415715,11.6,Wanindu Hasaranga,0,0,Litton Das,"Length ball outside off, Litton hangs back and defends",,Neutral,High
1415715,12.1,Matheesha Pathirana,1,0,Shakib Al Hasan,"Full on leg, flicked off his toes to long leg for a single",,Neutral,High
1415715,12.1,Shakib Al Hasan,1,0,Dhananjaya de Silva,"Full on leg, clipped square to the fielder in the deep",,Neutral,High
1415715,12.2,Matheesha Pathirana,0,0,Litton Das,"Full on off, Litton drives it down the ground to mid-on",,Neutral,High
1415715,12.2,Shakib Al Hasan,1,0,Charith Asalanka,"Bit of a drag down outside off, Asalanka pulls it away along the ground but it's hit to the deep midwicket fielder",,Positive,High
1415715,12.3,Matheesha Pathirana,2,0,Litton Das,"Dug in short outside off, Litton plays an upper cut over point and picks up a brace",,Neutral,High
1415715,12.3,Shakib Al Hasan,1,0,Dhananjaya de Silva,"Length ball around middle and off, floated up slower in the air, de Silva taps it in front on the leg side for a quick single",,Neutral,High
1415715,12.4,Matheesha Pathirana,0,0,Litton Das,"Bouncer outside off, Litton wanted to pull but has to abort last minute",,Neutral,High
1415715,12.4,Shakib Al Hasan,0,0,Charith Asalanka,"Length ball angled down leg, Asalanka looks to paddle it but only picks short fine on the bounce",,Neutral,High
1415715,12.5,Matheesha Pathirana,0,0,Litton Das,"On a length on a fifth stump line, Litton looks to fend and gets an inside edge onto the ground and the ball bounces past the stumps to the keeper",,Neutral,High
1415715,12.5,Shakib Al Hasan,1,0,Charith Asalanka,"Full on the pads, tucked square on the leg side for a single",,Neutral,High
1415715,12.6,Matheesha Pathirana,0,0,Litton Das,"Full outside off, left alone by Litton",,Neutral,High
1415715,12.6,Shakib Al Hasan,2,0,Dhananjaya de Silva,DDS dances down the track and almost yorks himself. Manages an inside edge past the leg stump and they scamper a single,,Neutral,High
1415715,13.1,Maheesh Theekshana,0,0,Shakib Al Hasan,"Tossed full around off, played back to the bowler",,Neutral,High
1415715,13.1,Mustafizur Rahman,1,0,Charith Asalanka,"Length ball angled across him, Asalanka eases it through point for a quick single",,Neutral,High
1415715,13.2,Maheesh Theekshana,1,0,Shakib Al Hasan,"Fired in quick and full on off, Shakib eases it through cover for a single",,Neutral,High
1415715,13.2,Mustafizur Rahman,0,0,Dhananjaya de Silva,"Nearly chops on! Length ball angled in from wide of the off, de Silva looks to cut but gets an inside edge just past the off stump",,Negative,High
1415715,13.3,Maheesh Theekshana,1,0,Litton Das,"Dragged down on off, Litton rocks back and pulls past the short midwicket fielder",,Positive,High
1415715,13.3,Mustafizur Rahman,1,0,Dhananjaya de Silva,"de Silva done in by the slower ball! Length ball grips in the pitch as DDS looks to tuck it leg side. The ball pops up high towards backward point, but drops safely",,Neutral,High
1415715,13.4,Maheesh Theekshana,0,0,Shakib Al Hasan,"On a length on off, eased to cover",,Neutral,High
1415715,13.4,Mustafizur Rahman,1,0,Charith Asalanka,"Length ball on leg, tucked to deep backward square",,Neutral,High
1415715,13.5,Maheesh Theekshana,1,0,Shakib Al Hasan,"Length ball angled across him from around the wicket now, Shakib nudges it to short fine leg and gets a single",,Positive,High
1415715,13.5,Mustafizur Rahman,1,0,Dhananjaya de Silva,"Length ball around off, DDS drops it towards cover and takes off for a quick run",,Neutral,High
1415715,13.6,Maheesh Theekshana,1,0,Litton Das,"On a length outside off, punched down the ground to long-off",,Neutral,High
1415715,13.6,Mustafizur Rahman,1,0,Charith Asalanka,"Asalanka misses the flick on this full delivery. The ball pops to the off side off his pads. Mustafizur goes up in appeal, but the umpire says no. Did that pitch outside leg? Likely so. The Bangladesh players have a quick chat and decide against the review",,Neutral,High
1415715,14.1,Rishad Hossain,0,1,Charith Asalanka,"And he gets a breakthrough! Asalanka goes for the big slog sweep, but it's the longer boundary and he's picked out Shakib at deep backward square. Shakib nearly spills it as the ball bobbles up after his first grab, but he is quick to grab it right back. This was tossed full outside off and Asalanka got it off the toe end",,Neutral,High
1415715,14.1,Wanindu Hasaranga,0,1,Litton Das,"Is there room for more twists here? Hasaranga traps Litton in front. The finger goes up but Bangladesh review. This is tossed up on off and goes on with the angle, and past Litton's inside edge. Hits him on the back thigh. And that's hitting the top of middle stump. Litton has played an important knock here, but he will not be able to take Bangladesh over the line today.",,Neutral,High
1415715,14.2,Rishad Hossain,0,1,Wanindu Hasaranga,"Is that two-in-two for the leggie? The umpire thinks so and Hasaranga is walking back with a golden duck! This is full around leg, Hasaranga looks to tuck it leg side and closes the face. The ball takes the edge and pops to the slip fielder who makes no mistake",,Neutral,High
1415715,14.2,Wanindu Hasaranga,1,0,Mahmudullah,"Wrong'un on a length around off, Mahmudullah goes back and whips it away to deep midwicket. 100 up for Bangladesh",,Positive,High
1415715,14.3,Rishad Hossain,0,0,Angelo Mathews,"Wrong'un outside off, Mathews leans forward and smothers it",,Neutral,High
1415715,14.3,Wanindu Hasaranga,0,0,Shakib Al Hasan,"Length ball outside off angling in, Shakib defends",,Neutral,High
1415715,14.4,Rishad Hossain,1,0,Angelo Mathews,"Tossed full on leg, Mathews flicks it away through to deep midwicket",,Positive,High
1415715,14.4,Wanindu Hasaranga,0,0,Shakib Al Hasan,"Tossed up full outside off, driven to cover",,Neutral,High
1415715,14.5,Rishad Hossain,1,0,Dhananjaya de Silva,"Googly outside off, de Silva taps towards point for a quick run",,Neutral,High
1415715,14.5,Wanindu Hasaranga,0,0,Shakib Al Hasan,"Fired full and flat on middle, Shakib gets a bit of a leading edge as the bat face closes. the ball doesn't carry to Hasaranga though",,Neutral,High
1415715,14.6,Rishad Hossain,1,0,Angelo Mathews,"Length ball on middle, Mathews drops it square on the leg side for a quick single to finish the over. But Rishad Hossain has given Bangladesh a massive boost here",,Neutral,High
1415715,14.6,Wanindu Hasaranga,0,0,Shakib Al Hasan,"Hasaranga goes wider and Shakib is drawn into a drive. But the batter misses. Good over from Hasaranga, and with that he bowls out",,Negative,High
1415715,15.1,Dhananjaya de Silva,1,0,Mahmudullah,"On a length outside off, Mahmudullah works it to the leg side for a single",,Neutral,High
1415715,15.1,Tanzim Hasan Sakib,1,0,Angelo Mathews,"Length ball angled into Mathews, who fends it to the leg side and gets a single",,Neutral,High
1415715,15.2,Dhananjaya de Silva,1,0,Shakib Al Hasan,Works a length ball through midwicket,,Positive,High
1415715,15.2,Tanzim Hasan Sakib,1,0,Dhananjaya de Silva,"On a length around off, steered to deep third",,Neutral,High
1415715,15.3,Dhananjaya de Silva,1,0,Mahmudullah,"Full on leg, squeezed out to long-on",,Neutral,High
1415715,15.3,Tanzim Hasan Sakib,2,0,Angelo Mathews,"Offcutter outside off, Mathews is able to tap it through midwicket for a brace",,Positive,High
1415715,15.4,Dhananjaya de Silva,2,0,Shakib Al Hasan,"Angled full on leg, Shakib reverse-sweeps behind point and gets a brace",,Neutral,High
1415715,15.4,Tanzim Hasan Sakib,0,0,Angelo Mathews,On a length outside off and it goes past the outside edge as Mathews looks for a drive,,Neutral,High
1415715,15.5,Dhananjaya de Silva,1,0,Shakib Al Hasan,"Length ball angled down leg, clipped square on the leg side for a single",,Neutral,High
1415715,15.5,Tanzim Hasan Sakib,2,0,Angelo Mathews,Length ball clipped off his pads through square leg. Two more for Sri Lanka,,Neutral,High
1415715,15.6,Dhananjaya de Silva,2,0,Mahmudullah,"Length ball fired across him is too wide Full on leg, eased out to deep midwicket",,Positive,High
1415715,15.6,Tanzim Hasan Sakib,0,0,Angelo Mathews,"Full outside off, driven straight to cover. That's now five overs without a boundary for Sri Lanka",,Neutral,High
1415715,16.1,Matheesha Pathirana,1,0,Mahmudullah,"Fired full around off, squeezed out to the leg side for a single",,Neutral,High
1415715,16.1,Rishad Hossain,0,1,Dhananjaya de Silva,"What a ripper! Beautiful legbreak, drawing the batter forward. On a length around middle, the ball spins away sharply as DDS gets forward looking to slog. Litton is on the money behind the stumps and de Silva's back foot is outside the crease. And an odd innings from de Silva comes to an end and it's thanks to that man Rishad again!",,Neutral,High
1415715,16.2,Matheesha Pathirana,0,1,Shakib Al Hasan,"Theekshana takes an excellent catch running to his left from deep third! This is dug in short and across Shakib, who looks to play the ramp. Theekshana not only has to move to his left, but also dive in front and take it low. Not always the safest fielder, he has made sure to grab this one, Theekshana! This match is well and truly on, still!",,Positive,High
1415715,16.2,Rishad Hossain,0,0,Dasun Shanaka,"Full on off, drifting in, Shanaka brings his bat down with an open face to run it to short third",,Neutral,High
1415715,16.3,Matheesha Pathirana,1,0,Rishad Hossain,"Almost picks out mid-off! Length ball outside off, Rishad looks to muscle it over cover but miscues it. The ball pops up and mid-off is running to his left, but it lands safe",,Neutral,High
1415715,16.3,Rishad Hossain,1,0,Dasun Shanaka,"Full around off, eased square on the off side for a quick single",,Neutral,High
1415715,16.4,Matheesha Pathirana,0,0,Mahmudullah,"Very full on middle and off, flicked to midwicket",,Positive,High
1415715,16.4,Rishad Hossain,0,0,Angelo Mathews,"Legbreak on a length around middle and off, Mathews gets it off the outside half as he looks to play it to the leg side",,Neutral,High
1415715,16.5,Matheesha Pathirana,1,0,Mahmudullah,"Slower ball, full on off, clipped away to deep square leg",,Neutral,High
1415715,16.5,Rishad Hossain,1,0,Angelo Mathews,Length ball punched towards cover for a quick single,,Neutral,High
1415715,16.6,Matheesha Pathirana,0,0,Rishad Hossain,"Length ball outside off, chopped to backward point. Good over from Pathirana",,Neutral,High
1415715,16.6,Rishad Hossain,1,0,Dasun Shanaka,"On a length on off and going in with the angle, Shanaka works it down the ground to long-on. Rishad finishes with career-best figures of 3 for 22",,Neutral,High
1415715,17.1,Nuwan Thushara,0,0,Mahmudullah,"In the blockhole on off stump, fended back to the bowler",,Neutral,High
1415715,17.1,Taskin Ahmed,1,0,Dasun Shanaka,"Back of length slower ball, pulled through midwicket for a singe",,Positive,High
1415715,17.2,Nuwan Thushara,1,0,Mahmudullah,"Length ball outside off, Mahmudullah is able to turn it square on the leg side",,Neutral,High
1415715,17.2,Taskin Ahmed,0,0,Angelo Mathews,"Length ball outside off, parried back towards the bowler",,Neutral,High
1415715,17.3,Nuwan Thushara,1,1,Rishad Hossain,"Bouncer outside off, Rishad looks to ramp but can't connect. And the umpire brings his arms up to signal a wide Through him! Thushara gets his third. Rishad looks to come down the track and misses, and loses his stumps! Thushare goes full length around middle, not quite in the slot, and Rishad was looking to back away and hit it over cover. But he is cleaned up, and Sri Lanka smell an opening!",,Negative,High
1415715,17.3,Taskin Ahmed,2,0,Angelo Mathews,"Banged in short around off and that goes over Mathews' head. Wide called Length ball around off, flicked away to deep backward square",,Negative,High
1415715,17.4,Nuwan Thushara,0,1,Taskin Ahmed,"Huge appeal as a very full delivery hits Taskin on the foot. Or did he get bat on that? Not given out, but Sri Lanka review. Wait, that's hit Taskin full on the toe. Brilliant yorker. Pitching on leg and that's hitting the stumps! Sri Lanka have two in two, and suddenly, this game has turned on its head!",,Positive,High
1415715,17.4,Taskin Ahmed,0,0,Dasun Shanaka,"Shanaka is done in by the drop in pace. Taskin bowls a length ball at 114kph. Shanaka was already through with his shot, looking to bosh it over the leg side",,Neutral,High
1415715,17.5,Nuwan Thushara,1,0,Tanzim Hasan Sakib,"Fires one down leg, and it's a wide! Back of length outside off, Tanzim hangs his bat out as he tries to chase the ball but is beaten",,Negative,High
1415715,17.5,Taskin Ahmed,0,0,Dasun Shanaka,"Another pace-off back of length delivery, Shanaka goes to pull and again fails to make contact",,Neutral,High
1415715,17.6,Nuwan Thushara,0,0,Tanzim Hasan Sakib,"Very full just outside off, squeezed out to cover. Thushara finishes an excellent spell and he has given Sri Lanka a chance to pull off a heist here",,Positive,High
1415715,17.6,Taskin Ahmed,0,1,Dasun Shanaka,The pressure tells. Follows up two slower balls with a quicker one dug in short outside off. Shanaka was late on the cut this time and gets a thick edge. Litton with a regulation take and that's the seventh wicket gone for Sri Lanka,,Positive,High
1415715,18.1,Dasun Shanaka,6,0,Mahmudullah,"Mahmudullah is not missing out on those! Shanaka starts off with a low full toss and you just can't do that here! Mahmudullah moves across and deposits it over deep square leg. Freebie at this stage, and Bangladesh move to within five runs of victory",,Neutral,Medium
1415715,18.1,Mustafizur Rahman,0,0,Angelo Mathews,"Slower ball on a length on leg, Mathews blocks",,Neutral,High
1415715,18.2,Dasun Shanaka,1,0,Mahmudullah,Length ball flicked through square leg. And that brings Tanzim on strike,,Neutral,High
1415715,18.2,Mustafizur Rahman,1,0,Angelo Mathews,"Length ball angled across Mathews, punched out to deep point",,Neutral,High
1415715,18.3,Dasun Shanaka,0,0,Tanzim Hasan Sakib,"Full outside off, it stays low as well, as Tanzim goes for a wild hoick looking to go downtown. No connection made. That one kept quite low there!",,Neutral,High
1415715,18.3,Mustafizur Rahman,0,0,Maheesh Theekshana,"Mustafizur angles a 135kph delivery across Theekshana, who can't connect as he prods at it",,Neutral,High
1415715,18.4,Dasun Shanaka,1,0,Tanzim Hasan Sakib,"Full on leg, he flicks it away to deep square and gets the single. Mahmudullah back on strike now",,Neutral,High
1415715,18.4,Mustafizur Rahman,1,0,Maheesh Theekshana,"Goes for the wide yorker, but this is too wide Length ball on middle, Theekshana fends at it and the ball goes to the bowler's left. Fizz does well to dive full stretch and stop the ball from going past him",,Negative,High
1415715,18.5,Dasun Shanaka,0,0,Mahmudullah,"Short and wide. Will that be called a wide? Mahmudullah gives a long look to the umpire, but he isn't interested. Dot ball it is",,Positive,High
1415715,18.5,Mustafizur Rahman,0,1,Maheesh Theekshana,"Theekshana swings for the hills, loses his shape and loses his wicket. Length ball angled across Theekshana who was looking to go big on the leg side. Gets a top edge and Tanzim does well coming in from deep third to take that",,Positive,High
1415715,18.6,Dasun Shanaka,3,0,Mahmudullah,"Kusal Mendis with a huge appeal for caught behind. Sri Lanka review. It's all happening. This is dug in short outside off, Mahmudullah has to jump as he looks to cut it. But there's no bat on that. And to make matters worse for Sri Lanka, it's called a wide Overthrows! Bangladesh have done it! They have somehow dragged themselves over the line! Mahmudullah drives a full ball to mid-off and takes off for the single. The throw came in at the non-striker's end but was wayward and allows Bangladesh to run a second",,Negative,High
1415715,18.6,Mustafizur Rahman,0,0,Matheesha Pathirana,Leading edge lands safe. Length ball angled into Pathirana who ends up chipping it to the vacant mid-on region. They don't take the single,,Neutral,High
1415715,19.1,Tanzim Hasan Sakib,4,0,Angelo Mathews,"Pulled away for four! Dug in short and Mathews hits it straight of Rishad Hossain at deep midwicket, who was not on the ropes and has to be moving back. It just goes over him and lands short ofthe boundary rope for a one-bounce four",,Positive,High
1415715,19.2,Tanzim Hasan Sakib,2,0,Angelo Mathews,"Good yorker on off, Mathews jams his bat down to squeeze it to short third, but the fielder lets the ball go through him with the ball bouncing in front of him and spinning away. Sri Lanka manage to run two",,Neutral,High
1415715,19.3,Tanzim Hasan Sakib,0,0,Angelo Mathews,"Very full just outside off, Mathews can only ease it down the ground to long-on. They don't take the run",,Neutral,High
1415715,19.4,Tanzim Hasan Sakib,0,0,Angelo Mathews,"Mathews misses out on a full toss! It's a low full toss outside off, Mathews swings for it but can't get bat on ball",,Neutral,High
1415715,19.5,Tanzim Hasan Sakib,0,1,Angelo Mathews,"Sliced to short third and Tanzim Hasan Shakib gets his first World Cup wicket. On a full length outside off, Mathews looks to heave it leg side. Gets a top edge and Bangladesh's mostly excellent fielding today continues",,Positive,High
1415715,19.6,Tanzim Hasan Sakib,1,0,Nuwan Thushara,Sri Lanka manage a leg bye to finish it. But Bangladesh have reviewed for lbw. This was a pace off full toss following the batter who was making room leg side. He failed to get his bat down and the ball struck his outstretched back leg. They are checking to see if there's any bat on that but there isn't. Impact anyway looked outside leg and that's what ball tracking confirms. Sri Lanka finish on 124,,Neutral,High
1415716,0.1,Marco Jansen,0,0,Michael Levitt,"Pitches it up, swerves it back in from leg stump to beat the flick. Hits pad but that's going down leg, no appeal",,Neutral,High
1415716,0.1,Vivian Kingma,0,1,Reeza Hendricks,"Three-act run out hands QDK a diamond duck. He took off as the ball was rolling to van Meekeren at short fine leg, Hendricks took a couple of steps but was tentative and ball-watching, QDK stopped halfway but took a couple more steps. In the meanwhile, Hendricks turned back and ran towards his crease. QDK was three-fourth of the way down now, the throw went to the bowler's end, where a couple of guys were standing. One player ran across but O'Dowd managed to collect the gentle throw cleanly and caught QDK short by miles. Was a fullish ball that was glanced fine.",,Neutral,High
1415716,0.2,Marco Jansen,0,0,Michael Levitt,"Length on the pads, comes back in again. Doesn't lay bat on the flick",,Neutral,High
1415716,0.2,Vivian Kingma,0,0,Reeza Hendricks,"Fullish on middle, 129ks, clipped to midwicket",,Positive,High
1415716,0.3,Marco Jansen,1,1,Michael Levitt,"Levitt seemed like he was walking down but Jansen keeps him rooted with a bounce There's a sound as Levitt slashes, QDK is sure he's been nicked off. Jansen isn't and doesn't appeal. Umpire doesn't give it, SA review. Yep, 'there is a clear spike on the inside edge,' says the third umpire. On-field umpire accidentally signals not out, but Levitt is walking back. So the right decision has been made. Ball was around the fuller side of length and swung in a bit, Levitt tried to go square and the bat was mostly horizontal while lunging on one knee. Feathered it to the keeper",,Neutral,High
1415716,0.3,Vivian Kingma,0,0,Reeza Hendricks,"Chipped aerially but falls safely in front of midwicket Fullish ball at the stumps, Hendricks went for the flick but not with much power",,Positive,High
1415716,0.4,Marco Jansen,0,0,Vikramjit Singh,"Full on off, 139ks, defended in front",,Neutral,High
1415716,0.4,Vivian Kingma,0,0,Reeza Hendricks,"Full around off, defended to cover",,Neutral,High
1415716,0.5,Marco Jansen,0,0,Vikramjit Singh,"Moves away sharply to beat bat. Might have been off the seam. Vikramjit wanted to guide it behind square, off the back foot",,Neutral,High
1415716,0.5,Vivian Kingma,0,0,Reeza Hendricks,"Full around off, defended to cover",,Neutral,High
1415716,0.6,Marco Jansen,0,0,Vikramjit Singh,"Nips away more apparently this time. Beats a similar shot. Jansen hitting the 140kph hour mark and a good length, this one didn't get as much bounce",,Neutral,High
1415716,0.6,Vivian Kingma,3,0,Reeza Hendricks,Slapped on the up. Hendricks uses a mostly horizontal bat to work a length ball through cover point. Back-foot shot. Ball was stopped by de Leede close to the boundary. Outfield is sandy and not fast,,Neutral,High
1415716,1.1,Kagiso Rabada,1,0,Max O'Dowd,Fullish ball on the pads is nudged towards midwicket for a single,,Positive,High
1415716,1.1,Logan van Beek,0,0,Reeza Hendricks,"Wobble seamer swerves away a bit. Around a yorker length, Hendricks tries jamming it square, misses",,Neutral,High
1415716,1.2,Kagiso Rabada,0,0,Vikramjit Singh,"Length on fifth, opens the bat face and pushes it away from the body. Middles it though, and finds backward point",,Neutral,High
1415716,1.2,Logan van Beek,0,0,Reeza Hendricks,"Full around off, defended to the bowler",,Neutral,High
1415716,1.3,Kagiso Rabada,0,0,Vikramjit Singh,"Length on fourth, good angle in at 133ks, defended to cover",,Neutral,High
1415716,1.3,Logan van Beek,0,0,Reeza Hendricks,Fullish ball zips into the pad. Flicked to midwicket,,Positive,High
1415716,1.4,Kagiso Rabada,4,0,Vikramjit Singh,"Lifts it over cover, who was a proper close-by catcher. So, Rabada going full and giving a bit of width was the invitation Vikramjit wanted, he went on one knee, arched back and drove it sweetly",,Negative,High
1415716,1.4,Logan van Beek,0,1,Reeza Hendricks,"Pace - 128ks but this is like Cummins to Root in Old Trafford 2019. Fullish ball angled in, looked to be heading for top of middle but straightened to beat Hendricks, who tried to cover the line with the full bat face, and trimmed the top of off. Absolute delight for van Beek. Could this actually happen again?",,Neutral,High
1415716,1.5,Kagiso Rabada,0,0,Vikramjit Singh,"Change of length, Vikramjit is ready for it and tries hoisting the ball across the line. Misses. It was on a length and went away around the fifth-stump area",,Neutral,High
1415716,1.5,Logan van Beek,0,0,Tristan Stubbs,Fullish ball is defended in front,,Neutral,High
1415716,1.6,Kagiso Rabada,1,0,Vikramjit Singh,Goes for another booming cover drive but edges the low fully to deep third,,Neutral,High
1415716,1.6,Logan van Beek,0,0,Tristan Stubbs,"Fullish on leg, blocked towards midwicket. Might've kept a bit lower than Stubbs expected, but he got low in time",,Positive,High
1415716,2.1,Marco Jansen,2,0,Vikramjit Singh,"Length leg, clipped through backward square leg",,Neutral,High
1415716,2.1,Vivian Kingma,0,0,Aiden Markram,"Full outside off, left alone",,Neutral,High
1415716,2.2,Marco Jansen,0,0,Vikramjit Singh,"Length on leg, not much room for Vikramjit to work with. Defended back to the bowler",,Neutral,High
1415716,2.2,Vivian Kingma,0,0,Aiden Markram,"Swings away, Markram tries jamming it. Did he get bat on it and was it a bump ball? Umpire review will answer.It was on a fifth-stump line and Markram's bat was angled and had a slightly open face. Slow-mo replay shows he smushed it into the ground and Edwards took it on the second grab",,Neutral,High
